instancia,tempo_execucao_s,valor_otimo_ag,tamanho_populacao,taxa_mutacao,taxa_crossover,elite_size,max_geracoes
a280_20_1001_1001_2,720.22,4006.71,1000,0.15,0.8,15,1500
